,name,team,year,PER,WS,WS40,BPM
8413,Demola Onifade,delaware-state,2018,1.9,-0.4,-.043,-11.5
8414,Pinky Wiley,delaware-state,2018,7.4,-0.4,-.012,-8.8
8415,Joseph Lewis,delaware-state,2018,2.6,-0.9,-.079,-13.8
8416,Kevin Larkin,delaware-state,2019,18.8,2.0,.092,-1.6
8417,Pinky Wiley,delaware-state,2019,10.4,0.8,.029,-6.4
8418,Jonathan Mitchell,delaware-state,2019,12.4,0.6,.034,-7.0
8419,D'Marco Baucum,delaware-state,2019,10.5,0.4,.039,-7.4
8420,Ameer Bennett,delaware-state,2019,7.8,0.3,.016,-10.8
8421,Fahim Jenneto,delaware-state,2019,7.6,0.2,.026,-10.5
8422,Ronald Lucas,delaware-state,2019,6.6,0.2,.022,-11.2
8423,Myles Carter,delaware-state,2019,5.3,0.0,.003,-9.6
8424,Saleik Edwards,delaware-state,2019,6.4,0.0,.001,-8.1
8425,Justin Ryder,delaware-state,2019,3.4,0.0,.003,-11.1
8426,Jordan Bushrod,delaware-state,2019,-4.7,-0.1,-.115,-17.8
8427,Montrell Horsey,delaware-state,2019,-0.3,-0.4,-.080,-12.2
8428,John Crosby,delaware-state,2020,17.8,2.0,.072,-3.7
8429,Myles Carter,delaware-state,2020,15.6,1.1,.078,-4.7
8430,Ameer Bennett,delaware-state,2020,12.2,0.9,.042,-6.5
8431,Omari Peek-Green,delaware-state,2020,12.6,0.9,.055,-5.5
8432,John Stansbury,delaware-state,2020,14.4,0.9,.081,-4.1
8433,Pinky Wiley,delaware-state,2020,9.9,0.5,.020,-6.7
8434,Lance Singh,delaware-state,2020,13.2,0.4,.071,-5.8
8435,Trey Gross,delaware-state,2020,7.8,0.2,.018,-7.1
8436,Fahim Jenneto,delaware-state,2020,8.1,0.2,.022,-8.1
8437,Ronald Lucas,delaware-state,2020,4.9,0.2,.022,-9.4
8438,Chris Sodom,delaware-state,2020,8.9,0.1,.039,-8.8
8439,D'Marco Baucum,delaware-state,2020,0.0,0.0,-.020,-11.0
8440,Jordan Bushrod,delaware-state,2020,5.4,0.0,-.021,-6.3
8441,Leroy Moore,delaware-state,2020,5.5,0.0,-.011,-11.1
8442,Joseph White,delaware-state,2020,20.7,0.0,.067,-8.1
8443,Myles Carter,delaware-state,2021,16.3,0.8,.062,-4.6
8444,Dominik Fragala,delaware-state,2021,12.9,0.6,.051,-3.5
8445,John Stansbury,delaware-state,2021,18.0,0.5,.093,-0.8
8446,Zach Kent,delaware-state,2021,13.2,0.3,.035,-5.1
8447,Pinky Wiley,delaware-state,2021,9.6,0.2,.014,-6.9
8448,Ameer Bennett,delaware-state,2021,9.0,0.1,.014,-7.8
8449,Martaz Robinson,delaware-state,2021,10.5,0.1,.024,-6.6
8450,Chris Sodom,delaware-state,2021,14.3,0.1,.042,-4.6
8451,Shaft Clark,delaware-state,2021,7.9,0.0,-.004,-7.8
8452,Fahim Jenneto,delaware-state,2021,3.6,0.0,-.030,-12.9
8453,D'Marco Baucum,delaware-state,2021,7.4,-0.1,-.019,-8.3
8454,Ronald Lucas,delaware-state,2021,1.6,-0.1,-.030,-12.5
8455,Omari Peek-Green,delaware-state,2021,6.1,-0.1,-.030,-9.0
8456,Christopher Smith,delaware-state,2021,3.3,-0.2,-.091,-10.5
8457,Myles Carter,delaware-state,2022,18.8,2.5,.106,-1.1
8458,Dominik Fragala,delaware-state,2022,15.7,1.7,.104,-4.3
8459,D'Marco Baucum,delaware-state,2022,10.5,0.6,.041,-5.4
8460,John Stansbury,delaware-state,2022,11.4,0.4,.045,-5.0
8461,Corey Perkins,delaware-state,2022,9.1,0.3,.019,-9.9
8462,Chris Sodom,delaware-state,2022,9.3,0.3,.024,-7.0
8463,Fahim Jenneto,delaware-state,2022,10.7,0.2,.063,0.7
8464,Avery Richardson,delaware-state,2022,9.0,0.2,.045,-8.7
8465,Israel Palmer,delaware-state,2022,6.6,0.1,.019,-7.4
8466,Khyrie Staten,delaware-state,2022,15.8,0.1,.032,-9.9
8467,Ronald Lucas,delaware-state,2022,2.7,0.0,.000,-10.8
8468,Ricky Deadwyler III,delaware-state,2022,0.0,-0.1,-.034,-10.4
8469,Christopher Smith,delaware-state,2022,4.4,-0.1,-.019,-12.3
8470,Zach Kent,delaware-state,2022,4.5,-0.2,-.030,-10.4
8471,Martaz Robinson,delaware-state,2022,4.6,-0.3,-.024,-10.2
8472,Chris Udofia,denver,2014,22.9,4.2,.158,5.5
8473,Brett Olson,denver,2014,19.1,4.0,.142,1.7
8474,Cam Griffin,denver,2014,17.5,2.7,.122,1.4
8475,Marcus Byrd,denver,2014,15.7,2.0,.109,1.6
8476,Bryant Rucker,denver,2014,14.4,1.7,.103,-1.1
8477,Jalen Love,denver,2014,10.6,1.5,.061,-3.1
8478,Nate Engesser,denver,2014,16.9,1.1,.116,0.4
8479,Dom Samac,denver,2014,12.7,0.5,.094,-1.5
8480,Josiah Dunn,denver,2014,-23.4,0.0,-.397,-27.1
8481,Griffin McKenzie,denver,2014,1.4,0.0,-.052,-15.1
8482,Drick Bernstine,denver,2014,4.0,-0.1,-.027,-8.6
8483,Charles Webb,denver,2014,-31.5,-0.1,-.512,-62.2
8484,Brett Olson,denver,2015,19.3,3.6,.136,1.7
8485,Cam Griffin,denver,2015,21.1,3.5,.149,1.8
8486,Nate Engesser,denver,2015,19.7,2.6,.132,2.2
8487,Marcus Byrd,denver,2015,14.6,2.0,.093,-0.2
8488,Jalen Love,denver,2015,11.7,1.4,.071,-2.3
8489,Christian Mackey,denver,2015,14.6,0.8,.124,-2.8
8490,Bryant Rucker,denver,2015,10.0,0.6,.048,-4.3
8491,Cameron Delaney,denver,2015,9.9,0.4,.060,-2.7
8492,Daniel Amigo,denver,2015,11.0,0.1,.015,-10.4
8493,Josiah Dunn,denver,2015,13.9,0.0,.112,-2.3
8494,Jake Pemberton,denver,2015,-0.4,-0.1,-.044,-10.9
8495,Duke Douglas,denver,2015,4.6,-0.2,-.028,-9.4
8496,Joe Rosga,denver,2016,18.0,3.3,.136,1.2
8497,Nate Engesser,denver,2016,23.3,2.7,.166,3.6
8498,Marcus Byrd,denver,2016,17.4,2.6,.122,0.7
8499,Jake Pemberton,denver,2016,11.0,1.7,.081,-0.4
8500,Thomas Neff,denver,2016,9.3,1.4,.062,-2.4
8501,Bryant Rucker,denver,2016,15.3,1.4,.110,-0.5
8502,Christian Mackey,denver,2016,16.5,1.0,.108,-2.0
8503,C.J. Bobbitt,denver,2016,12.9,0.8,.059,-4.7
8504,Duke Douglas,denver,2016,11.9,0.7,.100,-2.8
8505,Jake Holtzmann,denver,2016,6.5,0.1,.027,-6.5
8506,Abiola Akintola,denver,2016,0.0,0.0,.005,-12.8
8507,Emil Knighton,denver,2016,,0.0,,0.0
8508,Jacob Lunsford,denver,2016,0.0,0.0,.004,-5.5
8509,Daniel Amigo,denver,2016,2.2,-0.1,-.072,-17.9
8510,Joe Rosga,denver,2017,18.5,3.4,.131,1.6
8511,Daniel Amigo,denver,2017,22.5,2.3,.123,-1.8
8512,Thomas Neff,denver,2017,13.2,2.1,.105,0.5
8513,Jake Pemberton,denver,2017,13.3,2.0,.085,-0.4
8514,C.J. Bobbitt,denver,2017,14.0,1.6,.081,-3.1
8515,Christian Mackey,denver,2017,17.2,1.0,.120,-3.0
8516,Ade Murkey,denver,2017,18.6,0.9,.131,1.4
8517,Jake Krafka,denver,2017,13.7,0.8,.096,-0.1
8518,Abiola Akintola,denver,2017,15.2,0.6,.134,-0.1
8519,Duke Douglas,denver,2017,12.3,0.5,.080,-1.1
8520,Bradley George,denver,2017,8.1,0.2,.026,-4.0
8521,Josiah Dunn,denver,2017,47.0,0.0,.323,17.6
8522,Emil Knighton,denver,2017,2.4,0.0,-.022,-8.3
8523,Jacob Lunsford,denver,2017,0.0,0.0,-.003,-5.7
8524,Luke Neff,denver,2017,5.7,0.0,.041,-8.4
8525,Joe Rosga,denver,2018,19.7,4.1,.160,2.8
8526,Jake Pemberton,denver,2018,14.6,2.8,.116,0.5
8527,Daniel Amigo,denver,2018,20.7,2.1,.110,-1.4
8528,Jake Krafka,denver,2018,11.1,1.5,.089,-2.5
8529,Ade Murkey,denver,2018,11.4,1.0,.052,-3.4
8530,Christian Mackey,denver,2018,17.6,0.8,.114,-4.9
8531,Donoven Carlisle,denver,2018,8.4,0.6,.070,-3.7
8532,Jake Holtzmann,denver,2018,9.0,0.6,.063,-2.5
8533,Abiola Akintola,denver,2018,7.5,0.4,.055,-5.1
8534,Luke Neff,denver,2018,13.1,0.4,.108,1.1
8535,Thomas Neff,denver,2018,8.9,0.2,.047,-2.6
8536,Emil Knighton,denver,2018,21.8,0.1,.166,1.9
8537,Elijah Blake,denver,2018,28.5,0.0,.193,-2.2
8538,Elvin Rodriguez,denver,2018,8.7,0.0,.007,-8.2
8539,Ade Murkey,denver,2019,19.2,1.9,.103,-1.6
8540,David Nzekwesi,denver,2019,29.1,1.7,.203,4.0
8541,Joe Rosga,denver,2019,14.0,1.4,.066,-1.7
8542,Ronnie Harrell,denver,2019,15.8,1.0,.049,-3.2
8543,Donoven Carlisle,denver,2019,12.5,0.9,.060,-2.8
8544,Tory Stewart-Miller,denver,2019,20.7,0.8,.121,-2.0
8545,Abiola Akintola,denver,2019,10.0,0.6,.040,-6.3
8546,Jase Townsend,denver,2019,10.1,0.4,.031,-5.6
8547,Elvin Rodriguez,denver,2019,14.4,0.3,.045,-5.1
8548,Alperen Kurnaz,denver,2019,8.9,0.2,.022,-5.8
8549,Drew Joiner,denver,2019,8.0,0.0,-.087,-8.2
8550,Jake Krafka,denver,2019,3.4,0.0,-.008,-5.0
8551,Taelyr Gatlin,denver,2019,5.3,-0.2,-.014,-8.0
8552,Joseph Lanzi,denver,2019,3.8,-0.3,-.051,-7.3
8553,Ade Murkey,denver,2020,24.7,3.8,.151,3.9
8554,Jase Townsend,denver,2020,18.0,2.5,.095,-0.5
8555,Robert Jones,denver,2020,15.9,1.4,.076,-2.9
8556,Alperen Kurnaz,denver,2020,7.2,0.6,.044,-4.9
8557,David Nzekwesi,denver,2020,12.5,0.6,.053,-4.7
8558,Tristan Green,denver,2020,6.9,0.2,.023,-5.7
8559,Ray Kowalski,denver,2020,12.3,0.2,.082,0.7
8560,Javonni Bickham,denver,2020,11.6,0.1,.089,-6.6
8561,Roscoe Eastmond,denver,2020,7.6,0.1,.006,-6.2
8562,Ryan Heath,denver,2020,0.0,0.0,-.009,-5.7
8563,Khalil Johnson,denver,2020,2.9,0.0,-.010,-9.3
8564,James Sanders IV,denver,2020,3.2,0.0,.020,-5.9
8565,Taelyr Gatlin,denver,2020,4.7,-0.1,-.005,-5.6
8566,Owen McGlashan,denver,2020,1.0,-0.1,-.045,-10.2
8567,Joseph Lanzi,denver,2020,4.0,-0.2,-.020,-7.8
8568,Jase Townsend,denver,2021,20.7,1.8,.111,-1.0
8569,Sam Hines,denver,2021,13.4,0.6,.038,-5.4
8570,Robert Jones,denver,2021,16.6,0.5,.064,-6.1
8571,Eric Moenkhaus,denver,2021,11.7,0.5,.058,-3.5
8572,Frank Ryder,denver,2021,16.7,0.5,.094,-2.3
8573,Javonni Bickham,denver,2021,12.0,0.4,.065,-5.1
8574,Taelyr Gatlin,denver,2021,7.6,0.3,.024,-5.3
8575,Tristan Green,denver,2021,8.8,0.1,.012,-5.9
8576,Korey Hess,denver,2021,48.8,0.1,.472,23.2
8577,Kobey Lam,denver,2021,10.5,0.1,.012,-6.3
8578,James Sanders IV,denver,2021,18.7,0.1,.131,-11.5
8579,Noah Baylis,denver,2021,17.5,0.0,-.172,-6.8
8580,Roscoe Eastmond,denver,2021,7.8,0.0,-.004,-7.3
8581,Ryan Heath,denver,2021,6.0,0.0,.017,5.0
8582,Khalil Johnson,denver,2021,-5.1,0.0,-.266,-17.4
8583,Iseri Palacio,denver,2021,0.0,0.0,-.022,-9.6
8584,Drake Muller,denver,2021,4.4,-0.1,-.010,-7.8
8585,Touko Tainamo,denver,2022,15.9,1.9,.105,-3.7
8586,Michael Henn,denver,2022,14.5,1.8,.091,-2.2
8587,KJ Hunt,denver,2022,18.2,1.7,.077,-2.1
8588,Tevin Smith,denver,2022,16.8,1.7,.089,-2.2
8589,Jordan Johnson,denver,2022,13.6,1.6,.071,-4.1
8590,Coban Porter,denver,2022,15.1,1.4,.080,-2.5
8591,Taelyr Gatlin,denver,2022,9.6,0.8,.059,-3.6
8592,Payton Moore,denver,2022,9.2,0.6,.044,-4.1
8593,Tristan Green,denver,2022,14.2,0.5,.091,-1.4
8594,Pedro Lopez-Sanvicente,denver,2022,10.7,0.4,.064,-2.0
8595,Javonni Bickham,denver,2022,5.0,0.1,.022,-7.8
8596,Korey Hess,denver,2022,17.2,0.0,.092,-0.8
8597,Felipe Motta,denver,2022,-4.3,0.0,-.009,-13.4
8598,Drake Muller,denver,2022,6.8,0.0,-.034,10.1
8599,Brandon Young,depaul,2014,18.2,2.3,.081,3.2
8600,Cleveland Melvin,depaul,2014,22.4,2.0,.122,5.0
8601,Billy Garrett,depaul,2014,14.7,1.8,.080,0.3
8602,Sandi Marcius,depaul,2014,13.9,1.1,.070,-1.5
8603,Durrell McDonald,depaul,2014,11.7,1.0,.062,1.4
8604,Charles McKinney,depaul,2014,13.2,0.8,.066,2.4
8605,Tommy Hamilton,depaul,2014,11.2,0.6,.032,-1.9
8606,Forrest Robinson,depaul,2014,10.8,0.5,.077,0.9
8607,Greg Sequele,depaul,2014,7.9,0.3,.043,-2.1
8608,R.J. Curington,depaul,2014,11.8,0.2,.042,-2.5
8609,DeJuan Marrero,depaul,2014,11.9,0.2,.043,-2.2
8610,Edwind McGhee,depaul,2014,5.9,0.1,.025,-1.9
8611,Peter Ryckbosch,depaul,2014,5.8,0.1,.017,-6.8
8612,Cory Dolins,depaul,2014,-2.0,0.0,-.060,-15.8
8613,Jamee Crockett,depaul,2014,4.3,-0.2,-.028,-5.0
8614,Billy Garrett,depaul,2015,17.0,2.6,.109,1.9
8615,Jamee Crockett,depaul,2015,16.8,2.3,.092,3.8
8616,Myke Henry,depaul,2015,17.3,1.8,.081,0.9
8617,Tommy Hamilton,depaul,2015,17.1,1.6,.084,1.1
8618,Forrest Robinson,depaul,2015,12.8,1.2,.073,1.0
8619,Durrell McDonald,depaul,2015,10.0,0.8,.041,0.8
8620,Aaron Simpson,depaul,2015,10.3,0.6,.042,-0.3
8621,Rashaun Stimage,depaul,2015,17.3,0.6,.093,2.9
8622,R.J. Curington,depaul,2015,15.7,0.3,.087,3.4
8623,Joe Hanel,depaul,2015,13.8,0.1,.098,4.9
8624,Cory Dolins,depaul,2015,10.1,0.0,.036,-3.2
8625,David Molinari,depaul,2015,6.5,0.0,-.047,-1.1
8626,Greg Sequele,depaul,2015,-7.5,-0.1,-.129,-15.8
8627,Darrick Wood,depaul,2015,5.4,-0.5,-.051,-6.2
8628,Myke Henry,depaul,2016,19.3,2.3,.104,3.0
8629,Billy Garrett,depaul,2016,15.9,1.7,.083,1.2
8630,Tommy Hamilton,depaul,2016,14.2,1.3,.074,1.2
8631,Eli Cain,depaul,2016,12.3,1.2,.053,0.7
8632,Rashaun Stimage,depaul,2016,17.0,1.1,.089,0.4
8633,Aaron Simpson,depaul,2016,9.7,0.9,.051,0.6
8634,R.J. Curington,depaul,2016,9.1,0.1,.022,-2.5
8635,Peter Ryckbosch,depaul,2016,6.8,0.1,.021,-4.0
8636,Darrick Wood,depaul,2016,9.6,0.1,.008,-1.4
8637,Cory Dolins,depaul,2016,17.8,0.0,.095,1.3
8638,Erten Gazi,depaul,2016,4.8,0.0,.004,-3.4
8639,Joe Hanel,depaul,2016,2.1,0.0,.008,-4.1
8640,Develle Phillips,depaul,2016,4.9,0.0,.011,-2.3
8641,Frederick Scott,depaul,2016,-14.2,0.0,-.205,-16.8
8642,Oumar Barry,depaul,2016,-2.8,-0.1,-.091,-5.0
8643,David Molinari,depaul,2016,-2.8,-0.1,-.089,-11.6
8644,Eli Cain,depaul,2017,16.5,2.1,.081,2.4
8645,Tre'Darius McCallum,depaul,2017,15.4,2.1,.084,2.8
8646,Billy Garrett,depaul,2017,17.2,2.0,.085,1.8
8647,Joe Hanel,depaul,2017,10.1,1.3,.061,-1.0
8648,Brandon Cyrus,depaul,2017,9.2,0.6,.031,-1.5
8649,R.J. Curington,depaul,2017,19.2,0.5,.111,3.7
8650,Devin Gage,depaul,2017,13.2,0.5,.053,1.0
8651,Chris Harrison-Docks,depaul,2017,8.9,0.5,.037,-0.7
8652,Levi Cook,depaul,2017,10.2,0.3,.044,-3.2
8653,Al Eichelberger,depaul,2017,10.1,0.3,.052,-2.7
8654,Erten Gazi,depaul,2017,18.9,0.2,.136,4.1
8655,Darrick Wood,depaul,2017,12.5,0.2,.038,-1.8
8656,David Leitao,depaul,2017,3.4,0.0,.024,-1.1
8657,Max Strus,depaul,2018,17.2,3.3,.120,5.5
8658,Marin Maric,depaul,2018,20.9,2.8,.148,4.6
8659,Tre'Darius McCallum,depaul,2018,13.6,2.0,.089,2.2
8660,Eli Cain,depaul,2018,11.4,1.5,.056,1.1
8661,Brandon Cyrus,depaul,2018,10.8,1.4,.067,1.6
8662,Paul Reed,depaul,2018,18.5,0.9,.137,3.7
8663,Jaylen Butz,depaul,2018,16.6,0.8,.115,0.3
8664,Peter Ryckbosch,depaul,2018,13.0,0.4,.116,0.2
8665,Justin Roberts,depaul,2018,8.3,0.2,.019,-1.2
8666,Joe Hanel,depaul,2018,5.9,0.1,.054,-2.5
8667,Tobias Dwumaah,depaul,2018,16.5,0.0,.180,3.8
8668,Devin Gage,depaul,2018,6.7,0.0,.008,-1.8
8669,Austin Grandstaff,depaul,2018,-1.0,-0.2,-.067,-7.5
8670,Max Strus,depaul,2019,20.3,4.9,.150,4.5
8671,Paul Reed,depaul,2019,25.1,4.2,.174,5.5
8672,Femi Olujobi,depaul,2019,21.2,3.6,.151,3.5
8673,Eli Cain,depaul,2019,13.8,2.5,.085,1.2
8674,Jaylen Butz,depaul,2019,16.3,2.1,.107,1.9
8675,Devin Gage,depaul,2019,11.6,1.4,.056,-0.6
8676,Jalen Coleman-Lands,depaul,2019,9.4,0.3,.049,-2.0
8677,Flynn Cameron,depaul,2019,6.8,0.2,.032,-2.6
8678,Lyrik Shreiner,depaul,2019,4.8,0.1,.009,-2.9
8679,George Maslennikov,depaul,2019,-1.8,0.0,-.078,-12.3
8680,Mick Sullivan,depaul,2019,25.9,0.0,.234,5.8
8681,Pantelis Xidias,depaul,2019,0.0,0.0,-.004,-4.0
8682,Jason Malonga,depaul,2019,-24.4,-0.1,-.368,-25.0
8683,Paul Reed,depaul,2020,27.5,4.5,.194,9.2
8684,Charlie Moore,depaul,2020,16.1,3.0,.104,2.8
8685,Jaylen Butz,depaul,2020,16.7,2.2,.104,2.4
8686,Romeo Weems,depaul,2020,12.5,2.1,.089,3.0
8687,Jalen Coleman-Lands,depaul,2020,10.5,1.9,.078,0.8
8688,Nick Ongenda,depaul,2020,16.5,0.9,.139,2.4
8689,Darious Hall,depaul,2020,8.5,0.7,.046,-1.7
8690,Devin Gage,depaul,2020,12.7,0.4,.081,3.0
8691,Flynn Cameron,depaul,2020,9.7,0.1,.053,1.3
8692,Markese Jacobs,depaul,2020,6.3,0.1,.023,-5.3
8693,D.J. Williams,depaul,2020,5.5,0.1,.030,-1.7
8694,Brendan Favre,depaul,2020,14.3,0.0,.065,-3.0
8695,Jason Malonga,depaul,2020,3.0,0.0,-.016,-13.4
8696,Mick Sullivan,depaul,2020,-14.8,0.0,-.290,-14.9
8697,Pantelis Xidias,depaul,2020,-12.1,0.0,-.187,-4.3
8698,Oscar Lopez,depaul,2020,-2.5,-0.3,-.073,-8.0
8699,Pauly Paulicap,depaul,2021,17.1,1.2,.113,1.6
8700,Javon Freeman-Liberty,depaul,2021,17.3,1.1,.101,4.2
8701,Charlie Moore,depaul,2021,14.9,1.1,.083,1.5
8702,Nick Ongenda,depaul,2021,17.3,1.0,.123,2.9
8703,Romeo Weems,depaul,2021,8.6,0.5,.035,0.4
8704,Darious Hall,depaul,2021,9.8,0.4,.049,0.4
8705,Courvoisier McCauley,depaul,2021,7.0,0.3,.053,-1.6
8706,Ray Salnave,depaul,2021,6.6,0.3,.026,-1.8
8707,Kobe Elvis,depaul,2021,8.1,0.2,.025,-0.7
8708,Oscar Lopez,depaul,2021,19.9,0.2,.130,0.7
8709,David Jones,depaul,2021,10.6,0.1,.041,-0.5
8710,Keon Edwards,depaul,2021,4.9,0.0,.042,-3.1
8711,Brendan Favre,depaul,2021,0.0,0.0,.006,-3.8
8712,Jason Malonga,depaul,2021,,0.0,,0.0
8713,Max Williams,depaul,2021,0.0,0.0,.006,-3.8
8714,Javon Freeman-Liberty,depaul,2022,26.1,4.0,.193,8.2
8715,David Jones,depaul,2022,22.3,3.0,.142,6.4
8716,Brandon Johnson,depaul,2022,12.4,2.2,.083,0.0
8717,Nick Ongenda,depaul,2022,16.6,1.8,.099,1.1
8718,Courvoisier McCauley,depaul,2022,15.9,1.6,.134,3.8
8719,Yor Anei,depaul,2022,19.2,1.4,.118,2.5
8720,Jalen Terry,depaul,2022,9.0,1.1,.051,-1.4
8721,Philmon Gebrewhit,depaul,2022,7.1,0.8,.043,-1.8
8722,Javan Johnson,depaul,2022,12.7,0.4,.080,5.2
8723,Tyon Grant-Foster,depaul,2022,27.5,0.1,.224,4.8
8724,Brendan Favre,depaul,2022,1.3,0.0,-.025,-8.3
8725,Shaheed Medlock,depaul,2022,3.5,0.0,.040,-3.1
8726,Max Williams,depaul,2022,-5.6,0.0,-.057,-10.8
8727,Juwan Howard,detroit-mercy,2014,19.9,3.7,.134,1.9
8728,Evan Bruinsma,detroit-mercy,2014,17.4,3.2,.122,0.8
8729,Anton Wilson,detroit-mercy,2014,11.9,1.9,.104,-1.9
8730,Matthew Grant,detroit-mercy,2014,12.6,1.8,.100,-1.5
8731,Ugochukwu Njoku,detroit-mercy,2014,15.1,1.7,.103,-0.1
8732,Jarod Williams,detroit-mercy,2014,13.0,1.5,.078,-1.3
8733,Carlton Brundidge,detroit-mercy,2014,11.5,1.1,.062,-2.0
8734,Patrick Onwenu,detroit-mercy,2014,13.3,0.9,.077,-5.5
8735,Jermaine Lippert,detroit-mercy,2014,10.4,0.6,.082,-1.3
8736,Olumide Solanke,detroit-mercy,2014,-3.6,0.0,.012,-16.3
8737,Juwan Howard,detroit-mercy,2015,21.0,3.6,.138,2.2
8738,Anton Wilson,detroit-mercy,2015,16.6,2.6,.130,1.3
8739,Paris Bass,detroit-mercy,2015,20.7,2.4,.114,1.7
8740,Chris Jenkins,detroit-mercy,2015,17.6,1.6,.130,2.2
8741,Jaleel Hogan,detroit-mercy,2015,13.7,1.3,.105,-4.2
8742,Brandan Kearney,detroit-mercy,2015,12.1,1.3,.077,-1.4
8743,Jarod Williams,detroit-mercy,2015,13.8,1.2,.073,-0.1
8744,Matthew Grant,detroit-mercy,2015,8.5,1.1,.063,-2.5
8745,Carlton Brundidge,detroit-mercy,2015,12.9,0.7,.076,-2.4
8746,Patrick Ackerman,detroit-mercy,2015,6.7,0.4,.048,-3.3
8747,Youssoupha Kane,detroit-mercy,2015,6.5,0.2,.028,-5.7
8748,Patrick Onwenu,detroit-mercy,2015,-0.3,0.0,-.131,-22.0
8749,Anton Wilson,detroit-mercy,2016,18.2,3.3,.132,3.3
8750,Chris Jenkins,detroit-mercy,2016,16.3,2.9,.116,1.2
8751,Carlton Brundidge,detroit-mercy,2016,22.2,2.4,.150,1.0
8752,Paris Bass,detroit-mercy,2016,23.0,2.1,.118,1.4
8753,Jaleel Hogan,detroit-mercy,2016,17.8,1.7,.098,-2.0
8754,Josh McFolley,detroit-mercy,2016,12.7,1.1,.067,-2.5
8755,Gerald Blackshear,detroit-mercy,2016,13.1,1.0,.081,-4.1
8756,Aaron Foster-Smith,detroit-mercy,2016,13.3,0.7,.087,-2.4
8757,Jarod Williams,detroit-mercy,2016,11.9,0.5,.052,-3.1
